D s LL
0.01 0 -33.344409678349
0.02 0 -33.4925118158661
0.05 0 -33.4925118158661
0.01 0.01 -30.4582620783636
0.02 0.01 -31.1755812228381
0.05 0.01 -32.0262080096625
0.01 0.02 -27.3584870081609
0.02 0.02 -27.9817617724579
0.05 0.02 -27.8745316135841
0.01 0.03 -25.0809702566864
0.02 0.03 -24.1101728460411
0.05 0.03 -22.887348458739
0.01 0.04 -33.7224806139581
0.02 0.04 -23.0451634693939
0.05 0.04 -19.4339778995282
0.01 0.05 -77.7290020451334
0.02 0.05 -66.0003418927206
0.05 0.05 -33.7980776242903
0.01 0.06 -124.964270639607
0.02 0.06 -94.5045290610819
0.05 0.06 -75.6323587234724
0.01 0.07 -147.699437370622
0.02 0.07 -142.143604222568
0.05 0.07 -129.051052839789
0.01 0.08 -152.058677040092
0.02 0.08 -152.18434340942
0.05 0.08 -157.236906964125
0.01 0.09 -153.944661397117
0.02 0.09 -164.611559718796
0.05 0.09 -194.136113297267
0.01 0.1 -156.556299411718
0.02 0.1 -186.880434472644
0.05 0.1 -229.070263454583
