D s LL
0.01 0 -23.6979794081039
0.02 0 -23.4169954912767
0.05 0 -23.4512219014078
0.01 0.01 -23.4974147842403
0.02 0.01 -23.0358081029988
0.05 0.01 -23.3155285615809
0.01 0.02 -22.8672719256695
0.02 0.02 -22.4156353678557
0.05 0.02 -22.7515011736072
0.01 0.03 -22.2529562077217
0.02 0.03 -21.5677768556893
0.05 0.03 -21.6271480231691
0.01 0.04 -21.6648784588412
0.02 0.04 -20.623762320464
0.05 0.04 -20.4673696631762
0.01 0.05 -20.8348514002037
0.02 0.05 -19.5396440230102
0.05 0.05 -19.3484272836307
0.01 0.06 -20.0360543546538
0.02 0.06 -18.5509444872352
0.05 0.06 -18.2199097315795
0.01 0.07 -19.3436685776462
0.02 0.07 -17.7249651897451
0.05 0.07 -17.0915187139301
0.01 0.08 -18.6624484002659
0.02 0.08 -17.1809017811825
0.05 0.08 -16.1522967429756
0.01 0.09 -18.3872433567411
0.02 0.09 -17.13291743371
0.05 0.09 -15.5273795082611
0.01 0.1 -18.830637927925
0.02 0.1 -17.9681065223828
0.05 0.1 -15.4448723064595
