D s LL
0.01 0 -289.698991909557
0.02 0 -291.331388495492
0.05 0 -294.013832113616
0.01 0.01 -277.768400190226
0.02 0.01 -279.056172399701
0.05 0.01 -284.735792358328
0.01 0.02 -262.589104377695
0.02 0.02 -254.681525716918
0.05 0.02 -247.498043986785
0.01 0.03 -362.375876478245
0.02 0.03 -260.752155439837
0.05 0.03 -208.835901126764
0.01 0.04 -429.918902092527
0.02 0.04 -394.996994465669
0.05 0.04 -331.702030030556
0.01 0.05 -492.643275173881
0.02 0.05 -483.754839293579
0.05 0.05 -449.745485872292
0.01 0.06 -624.693571371114
0.02 0.06 -722.710419404517
0.05 0.06 -721.44210217423
0.01 0.07 -764.282674514524
0.02 0.07 -993.841700061735
0.05 0.07 -1103.79794295661
0.01 0.08 -964.248024738671
0.02 0.08 -1252.86390189568
0.05 0.08 -1406.04512090599
0.01 0.09 -1192.14548422361
0.02 0.09 -1530.37666440453
0.05 0.09 -1654.97950359061
0.01 0.1 -1437.39606012668
0.02 0.1 -1786.91775009633
0.05 0.1 -1851.2309052757
