D s LL
0.01 0 -174.23008165652
0.02 0 -173.842750407625
0.05 0 -173.365704107231
0.01 0.01 -174.135681168003
0.02 0.01 -173.56448202866
0.05 0.01 -172.541934862456
0.01 0.02 -173.074676949204
0.02 0.02 -169.492609004496
0.05 0.02 -150.44293394754
0.01 0.03 -167.588107885945
0.02 0.03 -150.796112538855
0.05 0.03 -117.331187229531
0.01 0.04 -175.199268767158
0.02 0.04 -205.713302442997
0.05 0.04 -256.510787303476
0.01 0.05 -200.505852857993
0.02 0.05 -284.837441827936
0.05 0.05 -609.935358203039
0.01 0.06 -260.510806374132
0.02 0.06 -573.997359268016
0.05 0.06 -894.71962520003
0.01 0.07 -347.161066260128
0.02 0.07 -801.486787562105
0.05 0.07 -1020.57867942509
0.01 0.08 -517.82291417784
0.02 0.08 -905.742276785103
0.05 0.08 -1083.97386268509
0.01 0.09 -677.711569027268
0.02 0.09 -951.606509841112
0.05 0.09 -1114.92869624102
0.01 0.1 -794.723857478507
0.02 0.1 -991.390947896397
0.05 0.1 -1147.65996884214
