D s LL
0.01 0 -694.729004184518
0.02 0 -694.729004184518
0.05 0 -694.729004184518
0.01 0.01 -694.729004184518
0.02 0.01 -694.729004184518
0.05 0.01 -694.729004184518
0.01 0.02 -694.729004184518
0.02 0.02 -694.729004184518
0.05 0.02 -694.729004184518
0.01 0.03 -694.637725096019
0.02 0.03 -694.729004184518
0.05 0.03 -694.729004184518
0.01 0.04 -694.279745965277
0.02 0.04 -694.729004184518
0.05 0.04 -694.729004184518
0.01 0.05 -693.959528245621
0.02 0.05 -694.729004184518
0.05 0.05 -694.729004184518
0.01 0.06 -693.681836144238
0.02 0.06 -694.404497608621
0.05 0.06 -694.729004184518
0.01 0.07 -693.452087443653
0.02 0.07 -694.06510804576
0.05 0.07 -694.729004184518
0.01 0.08 -693.276447072397
0.02 0.08 -693.766002802331
0.05 0.08 -694.729004184518
0.01 0.09 -693.161934197196
0.02 0.09 -693.512305416134
0.05 0.09 -694.729004184518
0.01 0.1 -693.116544711862
0.02 0.1 -693.309845130075
0.05 0.1 -694.725270901165
