D s LL
0.01 0 -845.73393660867
0.02 0 -854.306953812563
0.05 0 -859.734618647627
0.01 0.01 -766.699680665506
0.02 0.01 -757.753705248086
0.05 0.01 -768.309846740476
0.01 0.02 -775.874957603895
0.02 0.02 -600.360749058577
0.05 0.02 -541.997403724987
0.01 0.03 -1864.32220588887
0.02 0.03 -1896.89744655903
0.05 0.03 -1701.02515335901
0.01 0.04 -3062.40496465593
0.02 0.04 -3054.814515299
0.05 0.04 -2946.08216831122
0.01 0.05 -3943.83336893785
0.02 0.05 -4138.10589468624
0.05 0.05 -3991.342659179
0.01 0.06 -4623.47435230605
0.02 0.06 -4645.79736800879
0.05 0.06 -4612.80057197955
0.01 0.07 -4902.67404083434
0.02 0.07 -5011.18266589895
0.05 0.07 -5060.63256662709
0.01 0.08 -5101.95160595716
0.02 0.08 -5351.78188877747
0.05 0.08 -5488.74001255516
0.01 0.09 -5304.94541577406
0.02 0.09 -5631.62720167742
0.05 0.09 -5831.90765824606
0.01 0.1 -5524.81366138785
0.02 0.1 -5881.03345541157
0.05 0.1 -6088.79896595216
