D s LL
0.01 0 -51.0239740813548
0.02 0 -51.0239740813548
0.05 0 -51.0239740813548
0.01 0.01 -50.2220904275983
0.02 0.01 -51.0239740813548
0.05 0.01 -51.0239740813548
0.01 0.02 -45.9601454406913
0.02 0.02 -46.7839382450923
0.05 0.02 -48.3279771229923
0.01 0.03 -40.8554126020973
0.02 0.03 -39.8417636643906
0.05 0.03 -41.0195757466125
0.01 0.04 -34.6263926551989
0.02 0.04 -33.1230189369693
0.05 0.04 -33.9932019724367
0.01 0.05 -30.4248378426149
0.02 0.05 -28.1376383529536
0.05 0.05 -28.417595077784
0.01 0.06 -34.7867150072622
0.02 0.06 -30.2928402801462
0.05 0.06 -28.9013693659205
0.01 0.07 -89.6660733853722
0.02 0.07 -73.3410018904571
0.05 0.07 -67.9047563339503
0.01 0.08 -247.186383562259
0.02 0.08 -230.984475656656
0.05 0.08 -186.491025144271
0.01 0.09 -362.282075534852
0.02 0.09 -383.872035428076
0.05 0.09 -303.606554348464
0.01 0.1 -416.701517254266
0.02 0.1 -433.842877018619
0.05 0.1 -409.175994479368
