D s LL
0.01 0 -1285.79770563742
0.02 0 -1285.79770563742
0.05 0 -1285.79770563742
0.01 0.01 -1285.79770563742
0.02 0.01 -1285.79770563742
0.05 0.01 -1285.79770563742
0.01 0.02 -1285.79770563742
0.02 0.02 -1285.79770563742
0.05 0.02 -1285.79770563742
0.01 0.03 -1285.79770563742
0.02 0.03 -1285.79770563742
0.05 0.03 -1285.79770563742
0.01 0.04 -1285.56977447107
0.02 0.04 -1285.79770563742
0.05 0.04 -1285.79770563742
0.01 0.05 -1284.62667920689
0.02 0.05 -1285.80499510722
0.05 0.05 -1285.79770563742
0.01 0.06 -1282.78848855551
0.02 0.06 -1285.12049395142
0.05 0.06 -1285.79770563742
0.01 0.07 -1282.16402855236
0.02 0.07 -1283.72383036721
0.05 0.07 -1285.46176201352
0.01 0.08 -1283.35340940204
0.02 0.08 -1281.8169479295
0.05 0.08 -1283.76437823685
0.01 0.09 -1287.49246709529
0.02 0.09 -1282.15942419735
0.05 0.09 -1282.53802944227
0.01 0.1 -1296.60923060319
0.02 0.1 -1287.53821728337
0.05 0.1 -1284.67619058438
