D s LL
0.01 0 -2283.38167406849
0.02 0 -2284.25566245808
0.05 0 -2285.09229964377
0.01 0.01 -2082.51468413112
0.02 0.01 -2092.71175080034
0.05 0.01 -2101.59821508087
0.01 0.02 -3337.63474441041
0.02 0.02 -3235.87338987709
0.05 0.02 -3050.89392914053
0.01 0.03 -5576.53657375577
0.02 0.03 -5656.14551993322
0.05 0.03 -5591.92413363552
0.01 0.04 -7275.57709330967
0.02 0.04 -7138.78315027838
0.05 0.04 -7035.95045830752
0.01 0.05 -8099.47201878201
0.02 0.05 -8194.57058969104
0.05 0.05 -8101.58121102975
0.01 0.06 -8944.43322185823
0.02 0.06 -9217.65889731084
0.05 0.06 -9149.41679196741
0.01 0.07 -9634.18342293844
0.02 0.07 -9968.96378770705
0.05 0.07 -10089.2211253033
0.01 0.08 -10172.4092549322
0.02 0.08 -10488.6155653345
0.05 0.08 -10613.9946118566
0.01 0.09 -10496.8765323148
0.02 0.09 -10891.4378814131
0.05 0.09 -11012.0500314057
0.01 0.1 -10845.0237948453
0.02 0.1 -11258.2053045254
0.05 0.1 -11508.0060036648
