D s LL
0.01 0 -6.1596754995306
0.02 0 -6.45421103091244
0.05 0 -7.0877240439457
0.01 0.01 -6.08257592185901
0.02 0.01 -6.35878779103792
0.05 0.01 -6.92377618305947
0.01 0.02 -6.01287453440295
0.02 0.02 -6.26819094606566
0.05 0.02 -6.76184596758268
0.01 0.03 -5.9515896195092
0.02 0.03 -6.18308568162076
0.05 0.03 -6.60220213281952
0.01 0.04 -5.8998754397642
0.02 0.04 -6.1042268480186
0.05 0.04 -6.44514970000533
0.01 0.05 -5.85903906852872
0.02 0.05 -6.02348531597011
0.05 0.05 -6.2910348137242
0.01 0.06 -5.83055887208457
0.02 0.06 -5.91192473327378
0.05 0.06 -6.14025019437237
0.01 0.07 -5.81610466070424
0.02 0.07 -5.80963712212438
0.05 0.07 -5.99324127408236
0.01 0.08 -5.81755946798256
0.02 0.08 -5.71786881177565
0.05 0.08 -5.85051308898781
0.01 0.09 -5.83704283670448
0.02 0.09 -5.63802678486194
0.05 0.09 -5.71263800434827
0.01 0.1 -5.87693537943592
0.02 0.1 -5.5716970632096
0.05 0.1 -5.58026435136226
