D s LL
0.01 0 -484.650723020415
0.02 0 -485.009030325153
0.05 0 -491.910774480974
0.01 0.01 -676.747095010431
0.02 0.01 -664.454896293608
0.05 0.01 -369.320817931339
0.01 0.02 -1129.85314440673
0.02 0.02 -1082.02299770369
0.05 0.02 -1015.70195035384
0.01 0.03 -1488.26630597497
0.02 0.03 -1511.74263452073
0.05 0.03 -1355.50708626966
0.01 0.04 -1891.6948008672
0.02 0.04 -1938.87779604579
0.05 0.04 -1968.16212122975
0.01 0.05 -2284.77109768193
0.02 0.05 -2427.69260391675
0.05 0.05 -2536.09821207606
0.01 0.06 -2473.81178884077
0.02 0.06 -2677.90027098204
0.05 0.06 -2861.46454734413
0.01 0.07 -2596.65106173734
0.02 0.07 -2902.55336634357
0.05 0.07 -3084.82012012735
0.01 0.08 -2730.4464306997
0.02 0.08 -3035.8174048699
0.05 0.08 -3208.25479936777
0.01 0.09 -2881.27351988584
0.02 0.09 -3143.99335977631
0.05 0.09 -3268.70982006719
0.01 0.1 -3007.34739455259
0.02 0.1 -3247.32298059726
0.05 0.1 -3324.7826742607
