D s LL
0.01 0 -297.740684461157
0.02 0 -297.740684461157
0.05 0 -297.740684461157
0.01 0.01 -297.740684461157
0.02 0.01 -297.740684461157
0.05 0.01 -297.740684461157
0.01 0.02 -297.740684461157
0.02 0.02 -297.740684461157
0.05 0.02 -297.740684461157
0.01 0.03 -297.743337601013
0.02 0.03 -297.740684461157
0.05 0.03 -297.740684461157
0.01 0.04 -297.78195609873
0.02 0.04 -297.740684461157
0.05 0.04 -297.740684461157
0.01 0.05 -297.821966424088
0.02 0.05 -297.740684461157
0.05 0.05 -297.740684461157
0.01 0.06 -297.86341396652
0.02 0.06 -297.748810352893
0.05 0.06 -297.740684461157
0.01 0.07 -297.906345703162
0.02 0.07 -297.787618757462
0.05 0.07 -297.740684461157
0.01 0.08 -297.950810256301
0.02 0.08 -297.82782551668
0.05 0.08 -297.740684461157
0.01 0.09 -297.996857952889
0.02 0.09 -297.869476249704
0.05 0.09 -297.740684461157
0.01 0.1 -298.044540886229
0.02 0.1 -297.912618171358
0.05 0.1 -297.740684461157
