D s LL
0.01 0 -208.284947563798
0.02 0 -208.284947563798
0.05 0 -208.284947563798
0.01 0.01 -208.284947563798
0.02 0.01 -208.284947563798
0.05 0.01 -208.284947563798
0.01 0.02 -208.284947563798
0.02 0.02 -208.284947563798
0.05 0.02 -208.284947563798
0.01 0.03 -208.284947563798
0.02 0.03 -208.284947563798
0.05 0.03 -208.284947563798
0.01 0.04 -208.285476712953
0.02 0.04 -208.284947563798
0.05 0.04 -208.284947563798
0.01 0.05 -208.29355024601
0.02 0.05 -208.284947563798
0.05 0.05 -208.284947563798
0.01 0.06 -208.301917371049
0.02 0.06 -208.284947563798
0.05 0.06 -208.284947563798
0.01 0.07 -208.310583282849
0.02 0.07 -208.284947563798
0.05 0.07 -208.284947563798
0.01 0.08 -208.319553273018
0.02 0.08 -208.2865665063
0.05 0.08 -208.284947563798
0.01 0.09 -208.328832731832
0.02 0.09 -208.294668542346
0.05 0.09 -208.284947563798
0.01 0.1 -208.338427150124
0.02 0.1 -208.303064678349
0.05 0.1 -208.284947563798
