D s LL
0.01 0 -9.31110992896707
0.02 0 -9.36162690225533
0.05 0 -9.17191031464487
0.01 0.01 -9.05081133953322
0.02 0.01 -9.0573599146144
0.05 0.01 -9.1053306713497
0.01 0.02 -8.7908496763541
0.02 0.02 -8.7303996757333
0.05 0.02 -8.88382216765292
0.01 0.03 -8.53149364510648
0.02 0.03 -8.40418112791393
0.05 0.03 -8.5580395720417
0.01 0.04 -8.27318218138831
0.02 0.04 -8.07911097236861
0.05 0.04 -8.23290344291852
0.01 0.05 -8.01662158944088
0.02 0.05 -7.75583871184986
0.05 0.05 -7.90870309039128
0.01 0.06 -7.76293034689778
0.02 0.06 -7.43538966602889
0.05 0.06 -7.5858992382607
0.01 0.07 -7.51384832325118
0.02 0.07 -7.11935882505943
0.05 0.07 -7.26522113635952
0.01 0.08 -7.20914664960896
0.02 0.08 -6.81018360194636
0.05 0.08 -6.94781127859752
0.01 0.09 -6.91157263331726
0.02 0.09 -6.51151212022995
0.05 0.09 -6.63543459134556
0.01 0.1 -6.63116401583316
0.02 0.1 -6.22867779787619
0.05 0.1 -6.33077006096034
