D s LL
0.01 0 -238.4680114729
0.02 0 -240.655934655878
0.05 0 -242.599159622125
0.01 0.01 -235.058722033436
0.02 0.01 -237.211762504668
0.05 0.01 -241.497822427121
0.01 0.02 -231.081340775004
0.02 0.02 -231.874277045301
0.05 0.02 -234.365136337244
0.01 0.03 -225.859416482583
0.02 0.03 -223.566273489494
0.05 0.03 -216.304622098092
0.01 0.04 -220.506877401116
0.02 0.04 -209.480671702631
0.05 0.04 -197.642402980913
0.01 0.05 -215.94401656434
0.02 0.05 -197.753646777881
0.05 0.05 -212.381646474018
0.01 0.06 -232.982551405183
0.02 0.06 -238.984068443397
0.05 0.06 -377.488324888897
0.01 0.07 -308.070945081146
0.02 0.07 -392.008564257268
0.05 0.07 -490.494868119482
0.01 0.08 -406.194403713595
0.02 0.08 -547.007630355676
0.05 0.08 -603.075264097281
0.01 0.09 -533.164355300274
0.02 0.09 -641.292474308685
0.05 0.09 -687.401669330985
0.01 0.1 -645.903687403266
0.02 0.1 -745.970110938195
0.05 0.1 -766.774339048503
