D s LL
0.01 0 -270.210430418449
0.02 0 -274.572406359974
0.05 0 -283.086359361631
0.01 0.01 -238.694448479125
0.02 0.01 -240.64882727068
0.05 0.01 -250.447443355968
0.01 0.02 -312.580651575845
0.02 0.02 -234.920273885945
0.05 0.02 -201.519371000161
0.01 0.03 -475.390851511333
0.02 0.03 -412.430938337105
0.05 0.03 -330.874628194852
0.01 0.04 -774.105731050135
0.02 0.04 -737.014926744333
0.05 0.04 -648.584553343621
0.01 0.05 -981.91705797298
0.02 0.05 -1048.80472839051
0.05 0.05 -1038.27457683193
0.01 0.06 -1180.97805489381
0.02 0.06 -1202.63698542084
0.05 0.06 -1174.55076154715
0.01 0.07 -1373.14940765944
0.02 0.07 -1313.04860676881
0.05 0.07 -1301.18670158344
0.01 0.08 -1558.69428061352
0.02 0.08 -1510.62264821037
0.05 0.08 -1499.00371351342
0.01 0.09 -1689.77371074727
0.02 0.09 -1725.60683564473
0.05 0.09 -1753.79914565523
0.01 0.1 -1811.38018532818
0.02 0.1 -1909.69077872812
0.05 0.1 -1988.98238125718
