D s LL
0.01 0 -10.5658255031052
0.02 0 -10.5151942295546
0.05 0 -9.34006133607504
0.01 0.01 -10.5658255031052
0.02 0.01 -10.4198801293025
0.05 0.01 -9.12164611822793
0.01 0.02 -10.5658255031052
0.02 0.02 -10.3249780426127
0.05 0.02 -8.90331801287256
0.01 0.03 -10.5658255031052
0.02 0.03 -10.2305266105717
0.05 0.03 -8.68511403082581
0.01 0.04 -10.5658255031052
0.02 0.04 -10.0530789660444
0.05 0.04 -8.46708383409329
0.01 0.05 -10.5658255031052
0.02 0.05 -9.83532522551688
0.05 0.05 -8.24929279681158
0.01 0.06 -10.5658255031052
0.02 0.06 -9.61764997582204
0.05 0.06 -8.03182557485274
0.01 0.07 -10.5658255031052
0.02 0.07 -9.40007048101912
0.05 0.07 -7.8147902135417
0.01 0.08 -10.5658255031052
0.02 0.08 -9.182610654935
0.05 0.08 -7.59832280908649
0.01 0.09 -10.5658255031052
0.02 0.09 -8.96530285071811
0.05 0.09 -7.38259272131663
0.01 0.1 -10.5494924323656
0.02 0.1 -8.74818998079208
0.05 0.1 -7.16780831358971
