D s LL
0.01 0 -12.1610166677593
0.02 0 -11.2460035036783
0.05 0 -11.0128368324854
0.01 0.01 -11.7029850725289
0.02 0.01 -10.8057147270083
0.05 0.01 -10.571065702011
0.01 0.02 -11.2629874187558
0.02 0.02 -10.3869909571225
0.05 0.02 -10.1475428459142
0.01 0.03 -10.8470589610891
0.02 0.03 -9.9968063962872
0.05 0.03 -9.7476840759031
0.01 0.04 -10.4633797579347
0.02 0.04 -9.64458344008554
0.05 0.04 -9.37872714574758
0.01 0.05 -10.1230451270217
0.02 0.05 -9.34307383711316
0.05 0.05 -9.050374991723
0.01 0.06 -9.84109701250676
0.02 0.06 -9.10954636356427
0.05 0.06 -8.77566515127096
0.01 0.07 -9.63787993408594
0.02 0.07 -8.96736708902615
0.05 0.07 -8.5721373157118
0.01 0.08 -9.54076970614626
0.02 0.08 -8.94805600265002
0.05 0.08 -8.46338372020883
0.01 0.09 -9.58626357518833
0.02 0.09 -9.09386401520537
0.05 0.09 -8.48106929362632
0.01 0.1 -9.82227595729962
0.02 0.1 -9.46079180431288
0.05 0.1 -8.66748140879031
