D s LL
0.01 0 -7731.18275512686
0.02 0 -7726.54294288706
0.05 0 -7739.3365429602
0.01 0.01 -7649.67092805382
0.02 0.01 -7608.09764829998
0.05 0.01 -7592.20163015289
0.01 0.02 -7670.7295813344
0.02 0.02 -7565.38452156873
0.05 0.02 -7434.60170303458
0.01 0.03 -8229.8884023668
0.02 0.03 -7996.57005077969
0.05 0.03 -7718.92011430077
0.01 0.04 -10796.9213567057
0.02 0.04 -10093.140592006
0.05 0.04 -9465.40738019685
0.01 0.05 -24591.0193084391
0.02 0.05 -20451.7686026502
0.05 0.05 -16494.0786424343
0.01 0.06 -60414.2267718065
0.02 0.06 -58299.5373111728
0.05 0.06 -50720.1975083123
0.01 0.07 -108866.9456322
0.02 0.07 -115314.66179405
0.05 0.07 -122289.165864332
0.01 0.08 -160688.336471991
0.02 0.08 -177613.579703883
0.05 0.08 -205581.790844641
0.01 0.09 -212869.555008412
0.02 0.09 -240595.343288707
0.05 0.09 -291075.947730733
0.01 0.1 -264269.197106368
0.02 0.1 -302731.249828394
0.05 0.1 -372600.959807157
