D s LL
0.01 0 -46.3680464696865
0.02 0 -46.3462179704273
0.05 0 -45.6284813672782
0.01 0.01 -46.3680464696865
0.02 0.01 -46.2372284958968
0.05 0.01 -45.5065156207571
0.01 0.02 -46.3680464696865
0.02 0.02 -45.3616226704245
0.05 0.02 -42.7768180847778
0.01 0.03 -45.2843676468909
0.02 0.03 -41.9483694747133
0.05 0.03 -35.8943898037666
0.01 0.04 -42.1799942924311
0.02 0.04 -35.4688002508352
0.05 0.04 -32.400635511557
0.01 0.05 -39.292135327159
0.02 0.05 -62.8252411175848
0.05 0.05 -90.6497950091811
0.01 0.06 -62.2989832219957
0.02 0.06 -99.3223507948522
0.05 0.06 -127.888945169992
0.01 0.07 -83.0833525366837
0.02 0.07 -137.097181848125
0.05 0.07 -173.294163542711
0.01 0.08 -129.87829507391
0.02 0.08 -200.888826714976
0.05 0.08 -244.208020224052
0.01 0.09 -169.067691152387
0.02 0.09 -236.36300009192
0.05 0.09 -273.424629830354
0.01 0.1 -201.214021872904
0.02 0.1 -265.840468982813
0.05 0.1 -280.481432029074
