D s LL
0.01 0 -1717.49350115732
0.02 0 -1720.23480349936
0.05 0 -1721.72003813255
0.01 0.01 -1500.04076384803
0.02 0.01 -1520.00126302613
0.05 0.01 -1566.82971982214
0.01 0.02 -2317.4932858596
0.02 0.02 -2125.06314972586
0.05 0.02 -1958.47773596292
0.01 0.03 -3968.22550893625
0.02 0.03 -3852.37599688058
0.05 0.03 -3459.5032876819
0.01 0.04 -5402.5720778875
0.02 0.04 -5247.9515810319
0.05 0.04 -4920.80343834393
0.01 0.05 -6139.8114644471
0.02 0.05 -6207.34552604145
0.05 0.05 -6090.58704916264
0.01 0.06 -6789.9138349729
0.02 0.06 -7035.47509902135
0.05 0.06 -7117.60059298826
0.01 0.07 -7298.31288123337
0.02 0.07 -7701.56849235838
0.05 0.07 -7985.23847130081
0.01 0.08 -7740.13232994833
0.02 0.08 -8288.02830363124
0.05 0.08 -8529.61169565362
0.01 0.09 -8113.93014864596
0.02 0.09 -8697.29388474128
0.05 0.09 -8999.2269342142
0.01 0.1 -8502.51551630533
0.02 0.1 -9035.6882545151
0.05 0.1 -9465.17506399211
