D s LL
0.01 0 -19.4664860399486
0.02 0 -18.9525575096012
0.05 0 -18.8047468515855
0.01 0.01 -19.286505669432
0.02 0.01 -18.7551866735572
0.05 0.01 -18.4102493585076
0.01 0.02 -19.1010310081133
0.02 0.02 -18.5515785956198
0.05 0.02 -18.0056892360507
0.01 0.03 -18.9098685172231
0.02 0.03 -18.3416212014696
0.05 0.03 -17.5902890596283
0.01 0.04 -18.7128604428245
0.02 0.04 -18.1252598197574
0.05 0.04 -17.1632496978787
0.01 0.05 -18.5098927576959
0.02 0.05 -17.9025067423334
0.05 0.05 -16.7237622239957
0.01 0.06 -18.3009034454714
0.02 0.06 -17.4803434262622
0.05 0.06 -16.271025168751
0.01 0.07 -18.0858909745617
0.02 0.07 -17.0480149970777
0.05 0.07 -15.8042686170293
0.01 0.08 -17.8649227834965
0.02 0.08 -16.6065788982696
0.05 0.08 -15.3227867698492
0.01 0.09 -17.6381435765203
0.02 0.09 -16.1558892872245
0.05 0.09 -14.8259805791017
0.01 0.1 -17.4057832100885
0.02 0.1 -15.6958566779397
0.05 0.1 -14.3134118557877
