D s LL
0.01 0 -31.1132243840291
0.02 0 -31.4866256097601
0.05 0 -31.7196953547944
0.01 0.01 -29.7799934000842
0.02 0.01 -30.3111647663166
0.05 0.01 -31.5255955624545
0.01 0.02 -27.816824619117
0.02 0.02 -28.1480280805463
0.05 0.02 -29.4444821090245
0.01 0.03 -25.4370800214705
0.02 0.03 -24.8906902847192
0.05 0.03 -26.1389835915668
0.01 0.04 -22.4691810520172
0.02 0.04 -21.8999870854807
0.05 0.04 -23.040983255072
0.01 0.05 -20.2170641814753
0.02 0.05 -19.6809237656923
0.05 0.05 -20.4870288763876
0.01 0.06 -20.4804986679382
0.02 0.06 -20.3974426309452
0.05 0.06 -20.1941027369126
0.01 0.07 -33.7695138853562
0.02 0.07 -40.1724155408992
0.05 0.07 -35.5439257359014
0.01 0.08 -79.3325822087345
0.02 0.08 -97.589851848913
0.05 0.08 -87.2173605463148
0.01 0.09 -124.026340452583
0.02 0.09 -121.292550308825
0.05 0.09 -115.074682212477
0.01 0.1 -161.503560729303
0.02 0.1 -142.341615990935
0.05 0.1 -127.503425030924
