D s LL
0.01 0 -6.41980013854067
0.02 0 -6.10803541009883
0.05 0 -6.3816377477749
0.01 0.01 -6.37047970192047
0.02 0.01 -6.03201030559083
0.05 0.01 -6.25688211121926
0.01 0.02 -6.33493294386776
0.02 0.02 -5.96761285758359
0.05 0.02 -6.13956258632907
0.01 0.03 -6.31405901151321
0.02 0.03 -5.91564881308816
0.05 0.03 -6.03027991797495
0.01 0.04 -6.30877978653864
0.02 0.04 -5.87695150700627
0.05 0.04 -5.92966383394718
0.01 0.05 -6.32003550938359
0.02 0.05 -5.85237956672918
0.05 0.05 -5.83837324611816
0.01 0.06 -6.34877946180062
0.02 0.06 -5.84281395119822
0.05 0.06 -5.75709624622379
0.01 0.07 -6.39597164744484
0.02 0.07 -5.8491542575737
0.05 0.07 -5.68654985225123
0.01 0.08 -6.46257142788004
0.02 0.08 -5.87231423528703
0.05 0.08 -5.62747945830707
0.01 0.09 -6.54952909483401
0.02 0.09 -5.9132164575357
0.05 0.09 -5.58065793840796
0.01 0.1 -6.6577763890491
0.02 0.1 -5.97278611471605
0.05 0.1 -5.54688435311791
