D s LL
0.01 0 -455.840467014025
0.02 0 -455.840467014025
0.05 0 -455.840467014025
0.01 0.01 -455.840467014025
0.02 0.01 -455.840467014025
0.05 0.01 -455.840467014025
0.01 0.02 -455.840467014025
0.02 0.02 -455.840467014025
0.05 0.02 -455.840467014025
0.01 0.03 -455.840467014025
0.02 0.03 -455.840467014025
0.05 0.03 -455.840467014025
0.01 0.04 -455.830043933482
0.02 0.04 -455.840467014025
0.05 0.04 -455.840467014025
0.01 0.05 -455.703593611372
0.02 0.05 -455.840467014025
0.05 0.05 -455.840467014025
0.01 0.06 -455.582994553005
0.02 0.06 -455.840467014025
0.05 0.06 -455.840467014025
0.01 0.07 -455.468662322207
0.02 0.07 -455.840467014025
0.05 0.07 -455.840467014025
0.01 0.08 -455.361042443952
0.02 0.08 -455.807539670765
0.05 0.08 -455.840467014025
0.01 0.09 -455.26061256879
0.02 0.09 -455.683315600074
0.05 0.09 -455.840467014025
0.01 0.1 -455.16788479063
0.02 0.1 -455.565102917038
0.05 0.1 -455.840467014025
