D s LL
0.01 0 -924.931813691235
0.02 0 -924.931813691235
0.05 0 -924.931813691235
0.01 0.01 -770.192197468102
0.02 0.01 -757.762313227033
0.05 0.01 -764.187992834411
0.01 0.02 -2153.89040949152
0.02 0.02 -1950.65791456197
0.05 0.02 -1766.57992820936
0.01 0.03 -3022.65825706971
0.02 0.03 -2937.97010312534
0.05 0.03 -2864.71009078305
0.01 0.04 -3297.09170466347
0.02 0.04 -3329.92891058629
0.05 0.04 -3314.62602153928
0.01 0.05 -3431.40021366727
0.02 0.05 -3505.1793517018
0.05 0.05 -3519.38257461033
0.01 0.06 -3566.35244724627
0.02 0.06 -3625.85060483805
0.05 0.06 -3683.02585812824
0.01 0.07 -3628.87259625454
0.02 0.07 -3720.23910216436
0.05 0.07 -3848.47066065824
0.01 0.08 -3686.45985456371
0.02 0.08 -3857.82566037828
0.05 0.08 -4101.34580287704
0.01 0.09 -3769.78756719514
0.02 0.09 -4054.48409205743
0.05 0.09 -4312.98619047335
0.01 0.1 -3895.77268058482
0.02 0.1 -4209.60168171494
0.05 0.1 -4467.96597728834
