D s LL
0.01 0 -568.721468300802
0.02 0 -568.721468300802
0.05 0 -568.721468300802
0.01 0.01 -568.721468300802
0.02 0.01 -568.721468300802
0.05 0.01 -568.721468300802
0.01 0.02 -568.721468300802
0.02 0.02 -568.721468300802
0.05 0.02 -568.721468300802
0.01 0.03 -568.721468300802
0.02 0.03 -568.721468300802
0.05 0.03 -568.721468300802
0.01 0.04 -568.76336056741
0.02 0.04 -568.721468300802
0.05 0.04 -568.721468300802
0.01 0.05 -568.970122283503
0.02 0.05 -568.721468300802
0.05 0.05 -568.721468300802
0.01 0.06 -569.199731374281
0.02 0.06 -568.721468300802
0.05 0.06 -568.721468300802
0.01 0.07 -569.454508352774
0.02 0.07 -568.722440088167
0.05 0.07 -568.721468300802
0.01 0.08 -569.737029930347
0.02 0.08 -568.880592585306
0.05 0.08 -568.721468300802
0.01 0.09 -570.050158489077
0.02 0.09 -569.099991335353
0.05 0.09 -568.721468300802
0.01 0.1 -570.397074970653
0.02 0.1 -569.343625150477
0.05 0.1 -568.721468300802
