D s LL
0.01 0 -64.2162157329196
0.02 0 -65.1248838157071
0.05 0 -72.1997448995789
0.01 0.01 -61.5122936206239
0.02 0.01 -62.1649464161119
0.05 0.01 -69.459312716975
0.01 0.02 -59.1040914031746
0.02 0.02 -59.208627826902
0.05 0.02 -66.6554646744056
0.01 0.03 -57.210442168731
0.02 0.03 -56.3200817418957
0.05 0.03 -63.7918347129709
0.01 0.04 -56.1454555211229
0.02 0.04 -53.5952756648793
0.05 0.04 -60.8795629609536
0.01 0.05 -56.3398308085183
0.02 0.05 -51.1720999188924
0.05 0.05 -57.9407733882428
0.01 0.06 -58.329708093929
0.02 0.06 -49.2425417102845
0.05 0.06 -55.0129632205619
0.01 0.07 -62.6521660128067
0.02 0.07 -48.065417993488
0.05 0.07 -52.1544440745203
0.01 0.08 -69.606085190698
0.02 0.08 -47.9739004750019
0.05 0.08 -49.4510142538016
0.01 0.09 -78.9960849019478
0.02 0.09 -49.3633720222398
0.05 0.09 -47.0239849331876
0.01 0.1 -90.1268406852051
0.02 0.1 -52.6348616250252
0.05 0.1 -45.0392321693189
