D s LL
0.01 0 -150.042393757493
0.02 0 -150.627254464651
0.05 0 -151.014769438102
0.01 0.01 -144.396308575284
0.02 0.01 -145.285238828285
0.05 0.01 -149.462550332866
0.01 0.02 -127.393162672254
0.02 0.02 -123.294259927476
0.05 0.02 -124.372865749248
0.01 0.03 -108.71263043675
0.02 0.03 -97.6013712671517
0.05 0.03 -94.7218785042769
0.01 0.04 -267.518503700727
0.02 0.04 -217.838313548002
0.05 0.04 -179.717659818139
0.01 0.05 -430.754619951793
0.02 0.05 -413.540569623275
0.05 0.05 -341.744297399171
0.01 0.06 -566.754846663863
0.02 0.06 -578.686639394576
0.05 0.06 -518.458620000745
0.01 0.07 -653.871387775664
0.02 0.07 -721.731989383845
0.05 0.07 -770.125870328992
0.01 0.08 -770.144663239429
0.02 0.08 -941.428827705317
0.05 0.08 -1014.67603018558
0.01 0.09 -921.591001937849
0.02 0.09 -1069.3330170086
0.05 0.09 -1128.36611914733
0.01 0.1 -1005.22604547749
0.02 0.1 -1154.79639993187
0.05 0.1 -1181.75219283831
