D s LL
0.01 0 -498.643505578135
0.02 0 -502.770023515881
0.05 0 -508.423009644551
0.01 0.01 -462.480083772273
0.02 0.01 -423.652580145188
0.05 0.01 -408.998366334044
0.01 0.02 -914.214838283425
0.02 0.02 -861.060504683748
0.05 0.02 -690.250495284472
0.01 0.03 -1573.75684690207
0.02 0.03 -1785.0206186931
0.05 0.03 -1834.03127506339
0.01 0.04 -2105.96935502771
0.02 0.04 -2268.39410614388
0.05 0.04 -2334.369430422
0.01 0.05 -2322.90029662209
0.02 0.05 -2471.90203809497
0.05 0.05 -2614.16723719967
0.01 0.06 -2502.715909699
0.02 0.06 -2728.691836752
0.05 0.06 -2762.94277204864
0.01 0.07 -2706.05615208112
0.02 0.07 -2876.97562796014
0.05 0.07 -2831.59601092482
0.01 0.08 -2877.07925267151
0.02 0.08 -2964.8846198893
0.05 0.08 -2952.55036486584
0.01 0.09 -2970.94992613949
0.02 0.09 -3022.76372611738
0.05 0.09 -3023.79587430465
0.01 0.1 -3038.82448425577
0.02 0.1 -3072.84747030003
0.05 0.1 -3068.1001415684
