D s LL
0.01 0 -841.110140042542
0.02 0 -841.482836437491
0.05 0 -842.2623426473
0.01 0.01 -760.677524115546
0.02 0.01 -764.382740610513
0.05 0.01 -773.521772816882
0.01 0.02 -1097.53356695953
0.02 0.02 -1069.80665632389
0.05 0.02 -1004.33766695087
0.01 0.03 -2199.65285896822
0.02 0.03 -2215.22714413522
0.05 0.03 -2153.98179589706
0.01 0.04 -2582.01385807398
0.02 0.04 -2559.6330670791
0.05 0.04 -2507.96214116865
0.01 0.05 -3010.79313511565
0.02 0.05 -3036.7444145663
0.05 0.05 -2985.63667317585
0.01 0.06 -3354.40598510941
0.02 0.06 -3453.5483439278
0.05 0.06 -3374.87181203789
0.01 0.07 -3641.55984755869
0.02 0.07 -3688.85105562533
0.05 0.07 -3840.08817810531
0.01 0.08 -3773.77109510179
0.02 0.08 -3903.65923513832
0.05 0.08 -4048.04942691232
0.01 0.09 -3871.16122764219
0.02 0.09 -4119.79635141546
0.05 0.09 -4181.85026930081
0.01 0.1 -4028.33998629941
0.02 0.1 -4259.18575672999
0.05 0.1 -4300.62173000631
