D s LL
0.01 0 -322.88011659138
0.02 0 -323.156634978325
0.05 0 -323.335882483052
0.01 0.01 -270.584613077802
0.02 0.01 -276.317729353823
0.05 0.01 -286.737933108567
0.01 0.02 -705.914304709021
0.02 0.02 -691.771553147596
0.05 0.02 -558.799367677794
0.01 0.03 -717.678915041002
0.02 0.03 -728.478963870935
0.05 0.03 -717.67417804632
0.01 0.04 -783.757857191182
0.02 0.04 -864.034022793337
0.05 0.04 -940.675429114124
0.01 0.05 -942.225916693767
0.02 0.05 -1052.59862738838
0.05 0.05 -1149.4525152914
0.01 0.06 -1168.97497891795
0.02 0.06 -1268.31658825517
0.05 0.06 -1382.36580724679
0.01 0.07 -1305.65704566801
0.02 0.07 -1552.99641776461
0.05 0.07 -1749.07037382546
0.01 0.08 -1459.45888635695
0.02 0.08 -1771.05967397131
0.05 0.08 -1853.061021224
0.01 0.09 -1650.59421604811
0.02 0.09 -1871.83495897302
0.05 0.09 -1874.19036942351
0.01 0.1 -1807.82830305625
0.02 0.1 -1917.1015297605
0.05 0.1 -1900.91079459299
