D s LL
0.01 0 -1094.79390226131
0.02 0 -1095.13503140864
0.05 0 -1095.13503140864
0.01 0.01 -1066.30815784669
0.02 0.01 -1053.83948462331
0.05 0.01 -1039.87220352443
0.01 0.02 -1402.0118448925
0.02 0.02 -1329.52575615807
0.05 0.02 -1206.9735227578
0.01 0.03 -1980.28986955364
0.02 0.03 -2312.62847326183
0.05 0.03 -2428.20906778762
0.01 0.04 -2598.97905991773
0.02 0.04 -2797.63943232996
0.05 0.04 -2862.39071586144
0.01 0.05 -2985.45446650476
0.02 0.05 -3306.37721771365
0.05 0.05 -3649.00476416907
0.01 0.06 -3379.80476721847
0.02 0.06 -3758.03541568759
0.05 0.06 -3936.13139007771
0.01 0.07 -3648.94627830101
0.02 0.07 -4082.30369109648
0.05 0.07 -4229.68803526143
0.01 0.08 -3918.86540376094
0.02 0.08 -4237.88124805276
0.05 0.08 -4640.73208437323
0.01 0.09 -4136.24794569505
0.02 0.09 -4354.4523458104
0.05 0.09 -4987.25103986807
0.01 0.1 -4239.06351775488
0.02 0.1 -4505.91155213416
0.05 0.1 -5182.3556932639
