D s LL
0.01 0 -39.5562311963693
0.02 0 -39.5562311963693
0.05 0 -39.5562311963693
0.01 0.01 -38.8687323530889
0.02 0.01 -39.2951737282584
0.05 0.01 -39.5562311963693
0.01 0.02 -37.5072118475987
0.02 0.02 -37.654213435382
0.05 0.02 -38.0114496204898
0.01 0.03 -35.8984433550264
0.02 0.03 -36.0283164620953
0.05 0.03 -35.2552399569954
0.01 0.04 -34.4227091993519
0.02 0.04 -33.1166292599436
0.05 0.04 -31.6071044106838
0.01 0.05 -32.841723768218
0.02 0.05 -30.3865211145116
0.05 0.05 -27.5535865223291
0.01 0.06 -31.9489776251843
0.02 0.06 -28.8510035313934
0.05 0.06 -25.1713956967753
0.01 0.07 -37.0345449833301
0.02 0.07 -35.9570615634356
0.05 0.07 -29.8919446753458
0.01 0.08 -67.4043408820247
0.02 0.08 -71.70288371405
0.05 0.08 -62.4200267958812
0.01 0.09 -99.7829684515253
0.02 0.09 -89.7478979801171
0.05 0.09 -84.0165729299482
0.01 0.1 -111.511351224073
0.02 0.1 -104.819418491094
0.05 0.1 -97.6137755017909
