D s LL
0.01 0 -403.626372915842
0.02 0 -423.124748130407
0.05 0 -437.090680996618
0.01 0.01 -341.807011311308
0.02 0.01 -365.229556423076
0.05 0.01 -403.911408903123
0.01 0.02 -262.014304326256
0.02 0.02 -289.263941513039
0.05 0.02 -330.609593897913
0.01 0.03 -493.438812585438
0.02 0.03 -314.401699511405
0.05 0.03 -264.617460121655
0.01 0.04 -968.862918452301
0.02 0.04 -755.152785375461
0.05 0.04 -602.723688656646
0.01 0.05 -1387.53700280836
0.02 0.05 -1130.29411220596
0.05 0.05 -917.916367545303
0.01 0.06 -1625.6528012908
0.02 0.06 -1416.81447095705
0.05 0.06 -1171.63737255115
0.01 0.07 -1741.96266754699
0.02 0.07 -1615.03855232128
0.05 0.07 -1385.62592453558
0.01 0.08 -1795.59646393288
0.02 0.08 -1733.50685509518
0.05 0.08 -1576.35446740882
0.01 0.09 -1826.77388228698
0.02 0.09 -1794.72638456596
0.05 0.09 -1686.90977391039
0.01 0.1 -1852.55057587944
0.02 0.1 -1827.72166874219
0.05 0.1 -1763.59045108978
