D s LL
0.01 0 -21.0596989056539
0.02 0 -20.9295131947698
0.05 0 -21.3586086466713
0.01 0.01 -20.867345599734
0.02 0.01 -20.7321191920544
0.05 0.01 -21.1502371922448
0.01 0.02 -20.6777822347836
0.02 0.02 -20.5374060300756
0.05 0.02 -20.9435932269312
0.01 0.03 -20.4913473318033
0.02 0.03 -20.3457921041829
0.05 0.03 -20.7390139843353
0.01 0.04 -20.3084495303272
0.02 0.04 -20.1577938426808
0.05 0.04 -20.5369220655853
0.01 0.05 -20.1295859123631
0.02 0.05 -19.9740505081804
0.05 0.05 -20.3378480244074
0.01 0.06 -19.9553642449636
0.02 0.06 -19.7953537084602
0.05 0.06 -20.1424576191259
0.01 0.07 -19.7865294891157
0.02 0.07 -19.622681828783
0.05 0.07 -19.9515841136565
0.01 0.08 -19.6239947562024
0.02 0.08 -19.457239365816
0.05 0.08 -19.7662658374084
0.01 0.09 -19.4688766549798
0.02 0.09 -19.3005008615476
0.05 0.09 -19.5877889887683
0.01 0.1 -19.3225346706909
0.02 0.1 -19.1542588309818
0.05 0.1 -19.4177354088843
