D s LL
0.01 0 -9.35052849806847
0.02 0 -9.35201734496327
0.05 0 -10.8812593779043
0.01 0.01 -8.52257425449605
0.02 0.01 -8.29449504753119
0.05 0.01 -9.81579771929137
0.01 0.02 -8.2229991710518
0.02 0.02 -7.40689047047847
0.05 0.02 -8.78391930748017
0.01 0.03 -9.05467121315049
0.02 0.03 -6.90517727787928
0.05 0.03 -7.8506112021373
0.01 0.04 -12.1811880278149
0.02 0.04 -7.20924714359629
0.05 0.04 -7.15072138605667
0.01 0.05 -19.3999879936237
0.02 0.05 -9.13363305458025
0.05 0.05 -6.96590445828095
0.01 0.06 -31.8263494301143
0.02 0.06 -14.1341093756228
0.05 0.06 -7.91526940396133
0.01 0.07 -47.0260094318702
0.02 0.07 -24.1084624229266
0.05 0.07 -11.4293653695562
0.01 0.08 -60.5591972542173
0.02 0.08 -40.0402081722916
0.05 0.08 -20.2308846815748
0.01 0.09 -71.0399189696029
0.02 0.09 -60.2287059366319
0.05 0.09 -35.5558195160178
0.01 0.1 -79.7680346501344
0.02 0.1 -80.548150837629
0.05 0.1 -52.9651451069853
