D s LL
0.01 0 -122.684109528116
0.02 0 -124.657772561326
0.05 0 -131.153866898591
0.01 0.01 -114.385227260438
0.02 0.01 -114.880049922098
0.05 0.01 -120.90259026133
0.01 0.02 -104.827138451117
0.02 0.02 -103.277627849857
0.05 0.02 -106.859321465728
0.01 0.03 -96.3304348778259
0.02 0.03 -90.6637192968137
0.05 0.03 -91.8592665676042
0.01 0.04 -124.361326038823
0.02 0.04 -84.6720634149347
0.05 0.04 -78.3239723173695
0.01 0.05 -131.948356752732
0.02 0.05 -120.650355595533
0.05 0.05 -81.8479813076539
0.01 0.06 -144.042692759795
0.02 0.06 -137.49513795374
0.05 0.06 -131.088064451465
0.01 0.07 -216.109412375557
0.02 0.07 -230.204244554511
0.05 0.07 -251.758357045012
0.01 0.08 -373.639141415721
0.02 0.08 -443.203012021169
0.05 0.08 -431.355933684522
0.01 0.09 -566.832728143943
0.02 0.09 -642.175391867936
0.05 0.09 -649.876827710998
0.01 0.1 -729.480143029664
0.02 0.1 -792.81084698145
0.05 0.1 -865.676492837074
