D s LL
0.01 0 -31.7508432144354
0.02 0 -31.7508432144354
0.05 0 -31.7508432144354
0.01 0.01 -31.7070872944428
0.02 0.01 -31.5567778286628
0.05 0.01 -31.7508432144354
0.01 0.02 -31.172851649445
0.02 0.02 -31.0250501003915
0.05 0.02 -31.3998072925957
0.01 0.03 -30.6451284993152
0.02 0.03 -30.501328198015
0.05 0.03 -30.8709090880252
0.01 0.04 -30.1300900990542
0.02 0.04 -29.9930640835189
0.05 0.04 -30.3217582039462
0.01 0.05 -29.6402241442997
0.02 0.05 -29.4878659156871
0.05 0.05 -29.4146416501555
0.01 0.06 -29.2015809640219
0.02 0.06 -28.7254544092483
0.05 0.06 -27.9994962891517
0.01 0.07 -28.8695057905822
0.02 0.07 -28.0760078947237
0.05 0.07 -26.6576336556559
0.01 0.08 -28.6097749522137
0.02 0.08 -27.3199490448162
0.05 0.08 -25.4991792941999
0.01 0.09 -28.623089474808
0.02 0.09 -26.9084623599327
0.05 0.09 -24.7003821881127
0.01 0.1 -29.5915166376639
0.02 0.1 -27.648836886668
0.05 0.1 -24.6050747654699
