D s LL
0.01 0 -505.610980650798
0.02 0 -505.610980650798
0.05 0 -505.610980650798
0.01 0.01 -505.610980650798
0.02 0.01 -505.610980650798
0.05 0.01 -505.610980650798
0.01 0.02 -505.610980650798
0.02 0.02 -505.610980650798
0.05 0.02 -505.610980650798
0.01 0.03 -505.610980650798
0.02 0.03 -505.610980650798
0.05 0.03 -505.610980650798
0.01 0.04 -505.635059897533
0.02 0.04 -505.610980650798
0.05 0.04 -505.610980650798
0.01 0.05 -505.787584282524
0.02 0.05 -505.610980650798
0.05 0.05 -505.610980650798
0.01 0.06 -505.95220318531
0.02 0.06 -505.610980650798
0.05 0.06 -505.610980650798
0.01 0.07 -506.129859976069
0.02 0.07 -505.610980650798
0.05 0.07 -505.610980650798
0.01 0.08 -506.321577814895
0.02 0.08 -505.69934080995
0.05 0.08 -505.610980650798
0.01 0.09 -506.528466674879
0.02 0.09 -505.857065368949
0.05 0.09 -505.610980650798
0.01 0.1 -506.751730988035
0.02 0.1 -506.027321522366
0.05 0.1 -505.610980650798
