D s LL
0.01 0 -120.384600308178
0.02 0 -120.184109354272
0.05 0 -120.376733932711
0.01 0.01 -115.680837678332
0.02 0.01 -115.130191362588
0.05 0.01 -115.174866793464
0.01 0.02 -98.1074041607461
0.02 0.02 -85.5013060390475
0.05 0.02 -83.3557228266524
0.01 0.03 -261.109520286668
0.02 0.03 -232.594360523062
0.05 0.03 -223.091493685091
0.01 0.04 -412.484959717473
0.02 0.04 -440.76885654505
0.05 0.04 -440.227657740856
0.01 0.05 -475.035633605414
0.02 0.05 -502.414900691964
0.05 0.05 -503.264998876238
0.01 0.06 -532.78169917416
0.02 0.06 -544.370247763905
0.05 0.06 -535.682904424247
0.01 0.07 -605.593126187739
0.02 0.07 -652.748850170413
0.05 0.07 -687.485620479559
0.01 0.08 -696.328429190749
0.02 0.08 -746.655343927033
0.05 0.08 -756.163091112401
0.01 0.09 -736.624397334745
0.02 0.09 -788.774516528318
0.05 0.09 -791.185949418167
0.01 0.1 -761.760262674881
0.02 0.1 -797.081999268719
0.05 0.1 -804.716297506215
