D s LL
0.01 0 -59.1829853068473
0.02 0 -63.485323999456
0.05 0 -73.9448786476913
0.01 0.01 -56.8509081910815
0.02 0.01 -61.0431294731781
0.05 0.01 -71.9238296841614
0.01 0.02 -54.6840859225762
0.02 0.02 -58.5745306715073
0.05 0.02 -69.8369947753721
0.01 0.03 -52.7942926712131
0.02 0.03 -56.1147790742127
0.05 0.03 -67.6838787760046
0.01 0.04 -51.2952480276272
0.02 0.04 -53.715034730358
0.05 0.04 -65.4669290961853
0.01 0.05 -50.5034252654028
0.02 0.05 -51.4462956954998
0.05 0.05 -63.1928686166411
0.01 0.06 -50.6933186052754
0.02 0.06 -49.4032352050138
0.05 0.06 -60.8742982918436
0.01 0.07 -52.1296544838984
0.02 0.07 -47.7067533765868
0.05 0.07 -58.5315379467815
0.01 0.08 -54.9597867007261
0.02 0.08 -46.5026627508217
0.05 0.08 -56.1946450157726
0.01 0.09 -59.0832642131611
0.02 0.09 -45.9520100147264
0.05 0.09 -53.9055032888542
0.01 0.1 -64.109517544853
0.02 0.1 -46.2074983027665
0.05 0.1 -51.7197774732401
