D s LL
0.01 0 -434.872414830534
0.02 0 -434.872414830534
0.05 0 -434.872414830534
0.01 0.01 -434.872414830534
0.02 0.01 -434.872414830534
0.05 0.01 -434.872414830534
0.01 0.02 -434.872414830534
0.02 0.02 -434.872414830534
0.05 0.02 -434.872414830534
0.01 0.03 -434.857833844625
0.02 0.03 -434.872414830534
0.05 0.03 -434.872414830534
0.01 0.04 -434.698414117383
0.02 0.04 -434.872414830534
0.05 0.04 -434.872414830534
0.01 0.05 -434.545968778623
0.02 0.05 -434.872414830534
0.05 0.05 -434.872414830534
0.01 0.06 -434.400941287704
0.02 0.06 -434.825538263861
0.05 0.06 -434.872414830534
0.01 0.07 -434.263805213785
0.02 0.07 -434.667951237897
0.05 0.07 -434.872414830534
0.01 0.08 -434.135066357247
0.02 0.08 -434.517461386834
0.05 0.08 -434.872414830534
0.01 0.09 -434.015265021778
0.02 0.09 -434.374520718013
0.05 0.09 -434.872414830534
0.01 0.1 -433.904978447453
0.02 0.1 -434.239611948388
0.05 0.1 -434.872414830534
