D s LL
0.01 0 -32.8608508011224
0.02 0 -32.738139366839
0.05 0 -32.8994855570471
0.01 0.01 -27.4341954142491
0.02 0.01 -27.2031564381576
0.05 0.01 -28.6927450627446
0.01 0.02 -27.8550119032096
0.02 0.02 -22.3102300269776
0.05 0.02 -22.6822627423792
0.01 0.03 -133.174387619507
0.02 0.03 -121.428375734277
0.05 0.03 -35.5568629121409
0.01 0.04 -142.084034170663
0.02 0.04 -140.843417279902
0.05 0.04 -137.105729495134
0.01 0.05 -141.457293848977
0.02 0.05 -139.856709275356
0.05 0.05 -138.035207852415
0.01 0.06 -140.50426290196
0.02 0.06 -139.047461985513
0.05 0.06 -136.96717274736
0.01 0.07 -139.890971633622
0.02 0.07 -138.879784788201
0.05 0.07 -136.767109575523
0.01 0.08 -140.002947593661
0.02 0.08 -140.135219194717
0.05 0.08 -138.545611163701
0.01 0.09 -141.491379587609
0.02 0.09 -144.39016954784
0.05 0.09 -145.134205147844
0.01 0.1 -145.228932391906
0.02 0.1 -153.941261120494
0.05 0.1 -162.208272727817
