D s LL
0.01 0 -438.456771972309
0.02 0 -438.456771972309
0.05 0 -438.456771972309
0.01 0.01 -438.456771972309
0.02 0.01 -438.456771972309
0.05 0.01 -438.456771972309
0.01 0.02 -438.456771972309
0.02 0.02 -438.456771972309
0.05 0.02 -438.456771972309
0.01 0.03 -438.456771972309
0.02 0.03 -438.456771972309
0.05 0.03 -438.456771972309
0.01 0.04 -438.448331787195
0.02 0.04 -438.456771972309
0.05 0.04 -438.456771972309
0.01 0.05 -438.353798869525
0.02 0.05 -438.456771972309
0.05 0.05 -438.456771972309
0.01 0.06 -438.26564019732
0.02 0.06 -438.456771972309
0.05 0.06 -438.456771972309
0.01 0.07 -438.184274859576
0.02 0.07 -438.456771972309
0.05 0.07 -438.456771972309
0.01 0.08 -438.110151755038
0.02 0.08 -438.429736528625
0.05 0.08 -438.456771972309
0.01 0.09 -438.043751771917
0.02 0.09 -438.337507179445
0.05 0.09 -438.456771972309
0.01 0.1 -437.985590124202
0.02 0.1 -438.251813158414
0.05 0.1 -438.456771972309
