D s LL
0.01 0 -8.1803267600283
0.02 0 -8.1803267600283
0.05 0 -7.46129646408198
0.01 0.01 -8.1803267600283
0.02 0.01 -8.1803267600283
0.05 0.01 -7.15325873185484
0.01 0.02 -8.1803267600283
0.02 0.02 -8.1803267600283
0.05 0.02 -6.8489600570075
0.01 0.03 -8.1803267600283
0.02 0.03 -8.1803267600283
0.05 0.03 -6.54905481456587
0.01 0.04 -8.1803267600283
0.02 0.04 -8.1803267600283
0.05 0.04 -6.25431117229996
0.01 0.05 -8.1803267600283
0.02 0.05 -8.1803267600283
0.05 0.05 -5.9656303719944
0.01 0.06 -8.1803267600283
0.02 0.06 -8.1803267600283
0.05 0.06 -5.68406907467422
0.01 0.07 -8.1803267600283
0.02 0.07 -8.07534951426998
0.05 0.07 -5.41086517811621
0.01 0.08 -8.1803267600283
0.02 0.08 -7.85034034874377
0.05 0.08 -5.1474675382306
0.01 0.09 -8.1803267600283
0.02 0.09 -7.54146801567996
0.05 0.09 -4.89557003642336
0.01 0.1 -8.1803267600283
0.02 0.1 -7.23592842707159
0.05 0.1 -4.65715042540609
