D s LL
0.01 0 -10.6939147520316
0.02 0 -10.6939147520316
0.05 0 -10.6939147520316
0.01 0.01 -10.6939147520316
0.02 0.01 -10.6939147520316
0.05 0.01 -10.6939147520316
0.01 0.02 -10.6939147520316
0.02 0.02 -10.6939147520316
0.05 0.02 -10.6939147520316
0.01 0.03 -10.6939147520316
0.02 0.03 -10.6939147520316
0.05 0.03 -10.6939147520316
0.01 0.04 -10.6939147520316
0.02 0.04 -10.6939147520316
0.05 0.04 -10.6939147520316
0.01 0.05 -10.6939147520316
0.02 0.05 -10.6939147520316
0.05 0.05 -10.6939147520316
0.01 0.06 -10.6939147520316
0.02 0.06 -10.6939147520316
0.05 0.06 -10.6939147520316
0.01 0.07 -10.6939147520316
0.02 0.07 -10.6939147520316
0.05 0.07 -10.6939147520316
0.01 0.08 -10.6939147520316
0.02 0.08 -10.6939147520316
0.05 0.08 -10.6003903631633
0.01 0.09 -10.6939147520316
0.02 0.09 -10.6939147520316
0.05 0.09 -10.4325017503976
0.01 0.1 -10.6939147520316
0.02 0.1 -10.6939147520316
0.05 0.1 -10.2669548713779
