D s LL
0.01 0 -21.9339965749359
0.02 0 -20.3552445937097
0.05 0 -19.2701552786737
0.01 0.01 -21.2827573320088
0.02 0.01 -19.5095148040346
0.05 0.01 -18.2777969849627
0.01 0.02 -20.5298355345952
0.02 0.02 -18.7507318392171
0.05 0.02 -17.3727795182651
0.01 0.03 -19.7756134359328
0.02 0.03 -18.1710949754835
0.05 0.03 -16.6330319956365
0.01 0.04 -19.4632356543304
0.02 0.04 -17.997862615669
0.05 0.04 -16.1657916653273
0.01 0.05 -20.0763419281436
0.02 0.05 -18.8799369643669
0.05 0.05 -16.3920510590748
0.01 0.06 -22.2623526880668
0.02 0.06 -22.7440641281466
0.05 0.06 -18.4621534996628
0.01 0.07 -26.8014095295586
0.02 0.07 -33.0829538468703
0.05 0.07 -25.5944755118682
0.01 0.08 -34.7045990217746
0.02 0.08 -51.0492496515763
0.05 0.08 -43.6754245159651
0.01 0.09 -46.5346781036024
0.02 0.09 -68.9808521602113
0.05 0.09 -66.6488628487883
0.01 0.1 -60.2871786442633
0.02 0.1 -79.8395941669769
0.05 0.1 -80.254668493666
