D s LL
0.01 0 -209.383393116316
0.02 0 -209.383393116316
0.05 0 -209.383393116316
0.01 0.01 -209.383393116316
0.02 0.01 -209.383393116316
0.05 0.01 -209.383393116316
0.01 0.02 -209.383393116316
0.02 0.02 -209.383393116316
0.05 0.02 -209.383393116316
0.01 0.03 -209.383393116316
0.02 0.03 -209.383393116316
0.05 0.03 -209.383393116316
0.01 0.04 -209.382740983928
0.02 0.04 -209.383393116316
0.05 0.04 -209.383393116316
0.01 0.05 -209.370837661866
0.02 0.05 -209.383393116316
0.05 0.05 -209.383393116316
0.01 0.06 -209.359228424528
0.02 0.06 -209.383393116316
0.05 0.06 -209.383393116316
0.01 0.07 -209.347918476878
0.02 0.07 -209.383393116316
0.05 0.07 -209.383393116316
0.01 0.08 -209.336913120915
0.02 0.08 -209.381542514168
0.05 0.08 -209.383393116316
0.01 0.09 -209.326217757524
0.02 0.09 -209.369669115355
0.05 0.09 -209.383393116316
0.01 0.1 -209.315837888362
0.02 0.1 -209.35809032978
0.05 0.1 -209.383393116316
