D s LL
0.01 0 -1732.21916558112
0.02 0 -1758.48841335387
0.05 0 -1791.83365016734
0.01 0.01 -3889.0892188292
0.02 0.01 -2255.89893395049
0.05 0.01 -1113.80151759948
0.01 0.02 -6014.80770749665
0.02 0.02 -5641.25270906131
0.05 0.02 -5228.21752519825
0.01 0.03 -7132.67007453866
0.02 0.03 -7265.41290106827
0.05 0.03 -7011.50018367216
0.01 0.04 -7873.11411155436
0.02 0.04 -8042.44080635497
0.05 0.04 -7884.90844923032
0.01 0.05 -8381.97975291184
0.02 0.05 -8583.61538952977
0.05 0.05 -8441.84115689146
0.01 0.06 -8649.01666574868
0.02 0.06 -8912.17626076665
0.05 0.06 -8799.90427176124
0.01 0.07 -8804.11563661883
0.02 0.07 -9113.99459361328
0.05 0.07 -9173.98457110061
0.01 0.08 -8957.98944316363
0.02 0.08 -9298.00759785294
0.05 0.08 -9356.01518946719
0.01 0.09 -9110.61635557663
0.02 0.09 -9412.29268727955
0.05 0.09 -9479.04827219709
0.01 0.1 -9248.46257276086
0.02 0.1 -9489.0129566457
0.05 0.1 -9568.77999532193
