D s LL
0.01 0 -437.494906091986
0.02 0 -441.689176190467
0.05 0 -445.929853143046
0.01 0.01 -318.715230112845
0.02 0.01 -322.591099485455
0.05 0.01 -328.407302301348
0.01 0.02 -1122.56126273418
0.02 0.02 -1031.64466934505
0.05 0.02 -962.679257295518
0.01 0.03 -1436.56373003567
0.02 0.03 -1395.12523107043
0.05 0.03 -1371.77142212436
0.01 0.04 -1571.55104010625
0.02 0.04 -1566.03350527814
0.05 0.04 -1576.79155556657
0.01 0.05 -1822.29242531282
0.02 0.05 -1863.04958917863
0.05 0.05 -1850.44771343988
0.01 0.06 -2012.03949629728
0.02 0.06 -2015.5629604607
0.05 0.06 -2030.51529084817
0.01 0.07 -2083.26353877644
0.02 0.07 -2142.73138140476
0.05 0.07 -2228.90572757423
0.01 0.08 -2179.39378808046
0.02 0.08 -2321.16786393703
0.05 0.08 -2402.10083940599
0.01 0.09 -2328.5824341001
0.02 0.09 -2453.59299753258
0.05 0.09 -2471.80505848714
0.01 0.1 -2491.64272899642
0.02 0.1 -2544.35942586542
0.05 0.1 -2528.18410097507
