D s LL
0.01 0 -79.0346874133227
0.02 0 -80.5499753472166
0.05 0 -83.346264493587
0.01 0.01 -76.3996585581924
0.02 0.01 -77.4052461656252
0.05 0.01 -81.9296118112116
0.01 0.02 -73.2394943546429
0.02 0.02 -73.4616324149262
0.05 0.02 -77.303859278629
0.01 0.03 -69.6948709351313
0.02 0.03 -68.6208438811993
0.05 0.03 -70.9255279816783
0.01 0.04 -66.3988156213158
0.02 0.04 -63.4002792158053
0.05 0.04 -63.6582352916823
0.01 0.05 -65.8032174751849
0.02 0.05 -59.8927901677689
0.05 0.05 -56.8742801299747
0.01 0.06 -81.4155795941389
0.02 0.06 -61.7414993230849
0.05 0.06 -52.9657084045434
0.01 0.07 -139.514718048798
0.02 0.07 -92.0877284750853
0.05 0.07 -60.2526496317874
0.01 0.08 -178.165400783983
0.02 0.08 -164.111556712688
0.05 0.08 -119.579700603646
0.01 0.09 -223.552025735055
0.02 0.09 -237.334024901247
0.05 0.09 -239.313551503265
0.01 0.1 -283.401585855276
0.02 0.1 -305.851405362892
0.05 0.1 -302.7260110397
