D s LL
0.01 0 -10.1307902280041
0.02 0 -8.30745099822768
0.05 0 -8.40933912167116
0.01 0.01 -10.5257666700391
0.02 0.01 -8.20694140260524
0.05 0.01 -8.05760802378583
0.01 0.02 -11.196986669494
0.02 0.02 -8.21236209543216
0.05 0.02 -7.73642089891271
0.01 0.03 -12.2264060495028
0.02 0.03 -8.35252063116512
0.05 0.03 -7.45325960789023
0.01 0.04 -13.7119267176636
0.02 0.04 -8.66322736483925
0.05 0.04 -7.21736606888969
0.01 0.05 -15.7611704667646
0.02 0.05 -9.18816129667607
0.05 0.05 -7.04013226270284
0.01 0.06 -18.4755536986209
0.02 0.06 -9.97905598065724
0.05 0.06 -6.93555621143184
0.01 0.07 -21.9219044608947
0.02 0.07 -11.0944620632024
0.05 0.07 -6.92075638120165
0.01 0.08 -26.0953998134087
0.02 0.08 -12.5960608061971
0.05 0.08 -7.0165189457875
0.01 0.09 -30.8891954683493
0.02 0.09 -14.5414722440605
0.05 0.09 -7.2478217234422
0.01 0.1 -36.0935368114615
0.02 0.1 -16.9731592231003
0.05 0.1 -7.64423080110605
