D s LL
0.01 0 -235.56621818138
0.02 0 -236.159884299122
0.05 0 -237.54119044066
0.01 0.01 -218.888653429898
0.02 0.01 -212.348662398205
0.05 0.01 -214.53297504554
0.01 0.02 -235.675295905766
0.02 0.02 -164.695759019975
0.05 0.02 -160.448815697012
0.01 0.03 -479.410373823991
0.02 0.03 -507.044701363075
0.05 0.03 -429.451371683865
0.01 0.04 -824.840103521415
0.02 0.04 -828.511928338326
0.05 0.04 -705.339809087303
0.01 0.05 -977.330864296328
0.02 0.05 -1062.79961249527
0.05 0.05 -999.237969302743
0.01 0.06 -1213.2359240108
0.02 0.06 -1284.69130390756
0.05 0.06 -1283.49165607051
0.01 0.07 -1378.87039418866
0.02 0.07 -1409.37578489808
0.05 0.07 -1504.21786231745
0.01 0.08 -1462.44821518174
0.02 0.08 -1556.1404981258
0.05 0.08 -1745.79305583145
0.01 0.09 -1524.04294231487
0.02 0.09 -1688.75636265011
0.05 0.09 -1885.00734764048
0.01 0.1 -1595.03096550226
0.02 0.1 -1812.85565613091
0.05 0.1 -1960.22972163368
