D s LL
0.01 0 -217.387826072332
0.02 0 -223.750788911503
0.05 0 -229.064263599219
0.01 0.01 -343.779394991836
0.02 0.01 -168.64592453823
0.05 0.01 -170.518595090897
0.01 0.02 -554.739681448278
0.02 0.02 -328.483684048361
0.05 0.02 -303.889053761953
0.01 0.03 -699.424410536936
0.02 0.03 -631.471552030818
0.05 0.03 -564.710532982574
0.01 0.04 -964.778839057753
0.02 0.04 -994.339746349918
0.05 0.04 -930.172715355976
0.01 0.05 -1192.4348932064
0.02 0.05 -1236.10251430357
0.05 0.05 -1243.36000504293
0.01 0.06 -1280.66255448962
0.02 0.06 -1298.65785668798
0.05 0.06 -1322.38842438403
0.01 0.07 -1350.1996873607
0.02 0.07 -1403.53084879621
0.05 0.07 -1390.4552356104
0.01 0.08 -1426.79515984381
0.02 0.08 -1495.79031545204
0.05 0.08 -1460.98461731809
0.01 0.09 -1496.55222099508
0.02 0.09 -1566.4369334452
0.05 0.09 -1537.20519386758
0.01 0.1 -1563.00666192578
0.02 0.1 -1622.85441889054
0.05 0.1 -1602.93293386874
