D s LL
0.01 0 -38.0656995277732
0.02 0 -37.7830254486604
0.05 0 -37.8320620566785
0.01 0.01 -37.5425712012977
0.02 0.01 -36.7722359646564
0.05 0.01 -36.2304443198809
0.01 0.02 -36.5630887692928
0.02 0.02 -35.4485212250124
0.05 0.02 -33.8759013582942
0.01 0.03 -35.5543448841775
0.02 0.03 -33.4507923839864
0.05 0.03 -31.5560044371112
0.01 0.04 -34.5692210109132
0.02 0.04 -31.4827060768507
0.05 0.04 -29.3364985344938
0.01 0.05 -33.26244310062
0.02 0.05 -29.6676362054457
0.05 0.05 -27.2762080387312
0.01 0.06 -31.6080001763711
0.02 0.06 -28.0998682255462
0.05 0.06 -25.4744125197212
0.01 0.07 -30.0265282679083
0.02 0.07 -26.8909992918338
0.05 0.07 -24.1036850585781
0.01 0.08 -28.8545927898328
0.02 0.08 -26.275665198075
0.05 0.08 -23.4746521518006
0.01 0.09 -28.3809227683113
0.02 0.09 -26.9593444740329
0.05 0.09 -24.167499007601
0.01 0.1 -29.0547091223299
0.02 0.1 -30.0053187054326
0.05 0.1 -27.2877994122838
