D s LL
0.01 0 -11.0800667035034
0.02 0 -11.2272322267307
0.05 0 -11.5628408295167
0.01 0.01 -10.6761767531983
0.02 0.01 -10.8202426953723
0.05 0.01 -11.4124510930847
0.01 0.02 -10.288231148365
0.02 0.02 -10.4268833250497
0.05 0.02 -11.00226687423
0.01 0.03 -9.92549874210566
0.02 0.03 -10.0549439591159
0.05 0.03 -10.6033547073686
0.01 0.04 -9.60268328213811
0.02 0.04 -9.7166944919992
0.05 0.04 -10.2220264414616
0.01 0.05 -9.34322305038512
0.02 0.05 -9.43153337743407
0.05 0.05 -9.86814104889389
0.01 0.06 -9.1846970246476
0.02 0.06 -9.23027120637592
0.05 0.06 -9.55713148256684
0.01 0.07 -9.18772700086481
0.02 0.07 -9.16210084480346
0.05 0.07 -9.31322003286374
0.01 0.08 -9.45057540650935
0.02 0.08 -9.30595966482289
0.05 0.08 -9.17453291116506
0.01 0.09 -10.132429223527
0.02 0.09 -9.78888263597185
0.05 0.09 -9.19403401243184
0.01 0.1 -11.4874249024483
0.02 0.1 -10.8146132129451
0.05 0.1 -9.4625349114381
