D s LL
0.01 0 -245.137127011731
0.02 0 -245.005102211794
0.05 0 -245.018941096276
0.01 0.01 -241.400463860828
0.02 0.01 -238.250911124769
0.05 0.01 -234.131852211859
0.01 0.02 -283.680936180499
0.02 0.02 -279.285347733992
0.05 0.02 -259.27919328122
0.01 0.03 -435.764403859628
0.02 0.03 -453.317673867126
0.05 0.03 -461.81674262043
0.01 0.04 -584.103055525729
0.02 0.04 -620.400606169075
0.05 0.04 -673.573606414657
0.01 0.05 -639.749918214478
0.02 0.05 -737.875001302808
0.05 0.05 -892.085756941197
0.01 0.06 -730.21634299136
0.02 0.06 -984.861463431279
0.05 0.06 -1045.48313407769
0.01 0.07 -940.99460565126
0.02 0.07 -1066.83612720995
0.05 0.07 -1156.86850431336
0.01 0.08 -1033.81625875314
0.02 0.08 -1170.14960762036
0.05 0.08 -1289.75842768736
0.01 0.09 -1113.57195538191
0.02 0.09 -1254.85061620914
0.05 0.09 -1413.80294888344
0.01 0.1 -1189.97896500096
0.02 0.1 -1336.59142202324
0.05 0.1 -1473.49072777738
