D s LL
0.01 0 -536.089517481614
0.02 0 -536.545622728141
0.05 0 -537.50523279764
0.01 0.01 -473.375290354037
0.02 0.01 -482.031178931577
0.05 0.01 -500.628583398041
0.01 0.02 -648.037297545391
0.02 0.02 -554.782912089479
0.05 0.02 -464.960256430376
0.01 0.03 -1290.90611291124
0.02 0.03 -1286.61610844182
0.05 0.03 -1161.01442663153
0.01 0.04 -2125.30976426502
0.02 0.04 -2034.28560443958
0.05 0.04 -1844.87172801069
0.01 0.05 -2476.41045161128
0.02 0.05 -2416.04940037218
0.05 0.05 -2282.19174118287
0.01 0.06 -2660.83659124608
0.02 0.06 -2632.43597025063
0.05 0.06 -2542.88028420004
0.01 0.07 -2847.27830268283
0.02 0.07 -2783.76433815532
0.05 0.07 -2697.72209473732
0.01 0.08 -2977.94828366919
0.02 0.08 -2954.80766861059
0.05 0.08 -2883.75270825421
0.01 0.09 -3029.50615415742
0.02 0.09 -3075.25906618793
0.05 0.09 -3069.09397090428
0.01 0.1 -3076.92397450703
0.02 0.1 -3145.62491850299
0.05 0.1 -3155.39433915948
