D s LL
0.01 0 -258.374210309249
0.02 0 -258.374210309249
0.05 0 -258.374210309249
0.01 0.01 -258.374210309249
0.02 0.01 -258.374210309249
0.05 0.01 -258.374210309249
0.01 0.02 -258.374210309249
0.02 0.02 -258.374210309249
0.05 0.02 -258.374210309249
0.01 0.03 -258.374210309249
0.02 0.03 -258.374210309249
0.05 0.03 -258.374210309249
0.01 0.04 -258.371689272485
0.02 0.04 -258.374210309249
0.05 0.04 -258.374210309249
0.01 0.05 -258.336324346628
0.02 0.05 -258.374210309249
0.05 0.05 -258.374210309249
0.01 0.06 -258.301512024346
0.02 0.06 -258.374210309249
0.05 0.06 -258.374210309249
0.01 0.07 -258.267268060518
0.02 0.07 -258.374210309249
0.05 0.07 -258.374210309249
0.01 0.08 -258.23360872577
0.02 0.08 -258.366369987453
0.05 0.08 -258.374210309249
0.01 0.09 -258.200550823031
0.02 0.09 -258.331081334506
0.05 0.09 -258.374210309249
0.01 0.1 -258.168111704496
0.02 0.1 -258.296347622346
0.05 0.1 -258.374210309249
