D s LL
0.01 0 -259.008924076755
0.02 0 -258.895052642776
0.05 0 -259.196817202196
0.01 0.01 -202.500619503222
0.02 0.01 -195.087612837769
0.05 0.01 -193.505641329412
0.01 0.02 -718.052739422914
0.02 0.02 -650.14197620182
0.05 0.02 -631.7727165247
0.01 0.03 -961.706735917506
0.02 0.03 -947.021035941751
0.05 0.03 -914.694961787882
0.01 0.04 -1056.31628295751
0.02 0.04 -1048.87932541197
0.05 0.04 -1024.34120816893
0.01 0.05 -1075.747532187
0.02 0.05 -1077.78962475846
0.05 0.05 -1083.91650559056
0.01 0.06 -1139.86561437978
0.02 0.06 -1169.97303533416
0.05 0.06 -1191.2479686861
0.01 0.07 -1196.416210392
0.02 0.07 -1258.80378861671
0.05 0.07 -1288.23238581657
0.01 0.08 -1252.42518783483
0.02 0.08 -1358.4402819552
0.05 0.08 -1352.02263948464
0.01 0.09 -1312.45428354805
0.02 0.09 -1386.07238956328
0.05 0.09 -1386.54032924901
0.01 0.1 -1351.85407639111
0.02 0.1 -1394.92074511234
0.05 0.1 -1395.51172349923
