D s LL
0.01 0 -2710.04447299127
0.02 0 -2710.04447299127
0.05 0 -2710.04447299127
0.01 0.01 -2710.04447299127
0.02 0.01 -2710.04447299127
0.05 0.01 -2710.04447299127
0.01 0.02 -2710.04447299127
0.02 0.02 -2710.04447299127
0.05 0.02 -2710.04447299127
0.01 0.03 -2710.32342020864
0.02 0.03 -2710.04447299127
0.05 0.03 -2710.04447299127
0.01 0.04 -2714.43937973116
0.02 0.04 -2710.6932179868
0.05 0.04 -2710.04447299127
0.01 0.05 -2728.48064749596
0.02 0.05 -2719.8259126824
0.05 0.05 -2711.8080404581
0.01 0.06 -2764.74668627297
0.02 0.06 -2750.85070631077
0.05 0.06 -2730.72412607392
0.01 0.07 -2844.61412277844
0.02 0.07 -2824.1869321038
0.05 0.07 -2787.78281148906
0.01 0.08 -3011.09890185461
0.02 0.08 -2977.23294010788
0.05 0.08 -2910.37927887918
0.01 0.09 -3352.4370778506
0.02 0.09 -3289.88975557706
0.05 0.09 -3167.32576088844
0.01 0.1 -4064.98126730878
0.02 0.1 -3931.11810930965
0.05 0.1 -3717.27087899747
