D s LL
0.01 0 -259.655514783093
0.02 0 -259.655514783093
0.05 0 -259.655514783093
0.01 0.01 -259.655514783093
0.02 0.01 -259.655514783093
0.05 0.01 -259.655514783093
0.01 0.02 -259.655514783093
0.02 0.02 -259.655514783093
0.05 0.02 -259.655514783093
0.01 0.03 -259.655514783093
0.02 0.03 -259.655514783093
0.05 0.03 -259.655514783093
0.01 0.04 -259.652758371541
0.02 0.04 -259.655514783093
0.05 0.04 -259.655514783093
0.01 0.05 -259.609232605208
0.02 0.05 -259.655514783093
0.05 0.05 -259.655514783093
0.01 0.06 -259.566251633445
0.02 0.06 -259.655514783093
0.05 0.06 -259.655514783093
0.01 0.07 -259.523832354394
0.02 0.07 -259.655514783093
0.05 0.07 -259.655514783093
0.01 0.08 -259.481992169481
0.02 0.08 -259.647234947165
0.05 0.08 -259.655514783093
0.01 0.09 -259.440748997653
0.02 0.09 -259.603796884836
0.05 0.09 -259.655514783093
0.01 0.1 -259.400121289984
0.02 0.1 -259.560906236617
0.05 0.1 -259.655514783093
