D s LL
0.01 0 -70.2774647221933
0.02 0 -73.8323593227677
0.05 0 -76.0585898218716
0.01 0.01 -62.9043992863541
0.02 0.01 -65.2865175740733
0.05 0.01 -68.7681678934827
0.01 0.02 -54.2968446645218
0.02 0.02 -54.4279334968474
0.05 0.02 -56.4616100136734
0.01 0.03 -48.1823678340305
0.02 0.03 -44.7056111370539
0.05 0.03 -45.5490773354291
0.01 0.04 -129.424744351729
0.02 0.04 -78.283485261858
0.05 0.04 -74.8944805950009
0.01 0.05 -242.153934159442
0.02 0.05 -136.462467687111
0.05 0.05 -123.053587653449
0.01 0.06 -329.01799031451
0.02 0.06 -276.408174795055
0.05 0.06 -179.169535184929
0.01 0.07 -382.572264768192
0.02 0.07 -372.240248810433
0.05 0.07 -281.727503022653
0.01 0.08 -428.872358726589
0.02 0.08 -416.095878812622
0.05 0.08 -379.701056472165
0.01 0.09 -489.622306208334
0.02 0.09 -491.393207561644
0.05 0.09 -445.803769454046
0.01 0.1 -537.846313045795
0.02 0.1 -549.610299265465
0.05 0.1 -536.53239927645
